finger	dirX	dirY	dirZ	group	w_f	w_b	subj_id
1	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
0	0.0	1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
2	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
2	0.0	1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
1	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
0	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
3	0.0	0.0	1.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
0	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
0	0.0	-1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
1	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	0.0	-1.0	stroke	0.22739233746429086	0.5809360141291611	100
2	0.0	1.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
2	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
3	-1.0	0.0	0.0	stroke	0.22739233746429086	0.5809360141291611	100
4	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
1	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
1	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
3	0.0	0.0	1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
0	0.0	-1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
1	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	0.0	-1.0	stroke	0.10819470478723894	0.5049582906585587	101
2	0.0	1.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
2	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
3	-1.0	0.0	0.0	stroke	0.10819470478723894	0.5049582906585587	101
4	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
1	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
1	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
3	0.0	0.0	1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
0	0.0	-1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
1	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	0.0	-1.0	stroke	0.26265404784005447	0.7738266731833165	102
2	0.0	1.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
2	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
3	-1.0	0.0	0.0	stroke	0.26265404784005447	0.7738266731833165	102
4	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
1	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
0	0.0	1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
2	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	0.0	1.0	stroke	0.22132715515343596	0.7188489682951995	103
2	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
4	-1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
3	0.0	0.0	-1.0	stroke	0.22132715515343596	0.7188489682951995	103
4	1.0	0.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
1	0.0	-1.0	0.0	stroke	0.22132715515343596	0.7188489682951995	103
